eid,doi,title,publication_name,cover_date,citedby_count,open_access,downloaded
2-s2.0-85018841392,10.1007/s10971-017-4389-9,Effect of the microstructure of carbon xerogels by using CTAB as template on their electrochemical performance,Journal of Sol Gel Science and Technology,2017-07-01,8,0,0
2-s2.0-85017473820,10.1007/s10008-017-3576-5,Effect of surface oxygen functionalities on capacitance of activated carbon in non-aqueous electrolyte,Journal of Solid State Electrochemistry,2017-07-01,16,0,0
2-s2.0-85049243819,10.1109/CENCON.2017.8262461,Super-capacitor and Li-polymer battery hybrid energy storage for kinetic energy harvesting applications,2017 IEEE Conference on Energy Conversion Cencon 2017,2017-07-01,10,0,0
2-s2.0-85046955914,10.1109/SIITME.2017.8259864,Analysis of self discharge characteristics of electric double layer capacitors,2017 IEEE 23rd International Symposium for Design and Technology in Electronic Packaging Siitme 2017 Proceedings,2017-07-01,21,0,0
2-s2.0-85015973899,10.1016/j.ceramint.2017.03.118,High performance wire-shaped supercapacitive electrodes based onactivated carbon fibers core/manganese dioxide shell structures,Ceramics International,2017-07-01,7,0,0
2-s2.0-85019224104,10.1007/s11581-017-2140-8,Effect of surface hydrophilicity on the supercapacitive performance of carbon paper,Ionics,2017-07-01,5,0,0
2-s2.0-85019587225,10.1007/s11581-017-2145-3,Facile fabrication of coal-derived activated carbon/Co3O4 nanocomposites with superior electrochemical performance,Ionics,2017-07-01,10,0,0
2-s2.0-85018301380,10.1016/j.electacta.2017.04.124,Investigation on the applicable pore size of nanoporous carbon for electrochemical double-layer formation at different current densities,Electrochimica Acta,2017-07-01,16,0,0
2-s2.0-85019369227,10.1002/admt.201600290,"Large-Area, All-Solid, and Flexible Electric Double Layer Capacitors Based on CNT Fiber Electrodes and Polymer Electrolytes",Advanced Materials Technologies,2017-07-01,74,2,0
2-s2.0-85047743013,10.1109/ICAEE.2017.8255322,Power compensation by DSTATCOM plus SCESS,4th International Conference on Advances in Electrical Engineering Icaee 2017,2017-07-01,1,0,0
2-s2.0-85018273529,10.1007/s10008-017-3611-6,Recent advances in the field of conducting polymers,Journal of Solid State Electrochemistry,2017-07-01,51,0,0
2-s2.0-85026658123,10.1109/EPE.2017.7967280,A Cuk converter integrated with lead-acid battery and supercapacitor for stationary applications,Proceedings of the 2017 18th International Scientific Conference on Electric Power Engineering EPE 2017,2017-06-30,7,0,0
2-s2.0-85021298256,10.1016/j.scib.2017.05.019,Carbonaceous aerogel and CoNiAl-LDH@CA nanocomposites derived from biomass for high performance pseudo-supercapacitor,Science Bulletin,2017-06-30,47,0,0
2-s2.0-85047356315,10.1002/9781119007333,Supercapacitors based on carbon or pseudocapacitive materials,Supercapacitors Based on Carbon or Pseudocapacitive Materials,2017-06-30,79,0,0
2-s2.0-85028911581,10.1021/acsomega.7b00329,Fabrication of Highly Flexible Hierarchical Polypyrrole/Carbon Nanotube on Eggshell Membranes for Supercapacitors,ACS Omega,2017-06-30,65,1,0
2-s2.0-85026734126,10.1109/YAC.2017.7967413,Digital capacitor charge balance control strategy of bidirectional DC/DC converter in DC microgrid,Proceedings 2017 32nd Youth Academic Annual Conference of Chinese Association of Automation Yac 2017,2017-06-30,1,0,0
2-s2.0-85020766799,10.1016/j.ijhydene.2017.05.193,Co(OH)2 nanoparticles deposited on reduced graphene oxide nanoflake as a suitable electrode material for supercapacitor and oxygen evolution reaction in alkaline media,International Journal of Hydrogen Energy,2017-06-29,52,0,0
2-s2.0-85027000203,10.23919/ACC.2017.7963573,A generalized extended state observer for supercapacitor state of charge estimation under disturbances,Proceedings of the American Control Conference,2017-06-29,22,0,0
2-s2.0-85027017602,10.23919/ACC.2017.7963189,Stochastic nonlinear model predictive control of battery-supercapacitor hybrid energy storage systems in electric vehicles,Proceedings of the American Control Conference,2017-06-29,9,0,0
2-s2.0-85027053035,10.23919/ACC.2017.7963783,Neural network control of an optimized regenerative motor drive for a lower-limb prosthesis,Proceedings of the American Control Conference,2017-06-29,4,0,0
2-s2.0-85021641755,10.1021/acsami.7b05318,Dye Wastewater Cleanup by Graphene Composite Paper for Tailorable Supercapacitors,ACS Applied Materials and Interfaces,2017-06-28,53,0,0
2-s2.0-85025160340,10.1049/iet-rpg.2016.0455,Battery and supercapacitor for photovoltaic energy storage: A fuzzy logic management,Iet Renewable Power Generation,2017-06-28,94,0,0
2-s2.0-85049129491,10.1109/EI2.2017.8245668,Study on power fluctuation suppression of DFIG based on super capacitor energy storage,2017 IEEE Conference on Energy Internet and Energy System Integration Ei2 2017 Proceedings,2017-06-28,5,0,0
2-s2.0-85049139676,10.1109/EI2.2017.8245594,A control strategy of hybrid energy storage system in bipolar-type DC micro-grid,2017 IEEE Conference on Energy Internet and Energy System Integration Ei2 2017 Proceedings,2017-06-28,2,0,0
2-s2.0-85049122640,10.1109/EI2.2017.8245682,Simulation and optimization of power supply system based on super capacitor tram,2017 IEEE Conference on Energy Internet and Energy System Integration Ei2 2017 Proceedings,2017-06-28,1,0,0
2-s2.0-85049153075,10.1109/EI2.2017.8245335,A hybrid energy storage adaptive control strategy for PV power smoothing,2017 IEEE Conference on Energy Internet and Energy System Integration Ei2 2017 Proceedings,2017-06-28,2,0,0
2-s2.0-85018821765,10.1002/adfm.201606461,Solid-State Hybrid Fibrous Supercapacitors Produced by Dead-End Tube Membrane Ultrafiltration,Advanced Functional Materials,2017-06-27,33,0,0
2-s2.0-85021398704,10.1021/acsnano.7b02796,Metal-Organic Framework-Derived Nanoporous Metal Oxides toward Supercapacitor Applications: Progress and Prospects,ACS Nano,2017-06-27,1192,0,0
2-s2.0-85018534910,10.1002/adfm.201700690,An Omni-Healable Supercapacitor Integrated in Dynamically Cross-Linked Polymer Networks,Advanced Functional Materials,2017-06-27,164,0,0
2-s2.0-85018609220,10.1002/adma.201700470,Compressing Carbon Nanocages by Capillarity for Optimizing Porous Structures toward Ultrahigh-Volumetric-Performance Supercapacitors,Advanced Materials,2017-06-27,278,0,0
2-s2.0-85009247543,10.1016/j.surfcoat.2017.01.006,The coaxial nanostructure of ruthenium oxide thin films coated onto the vertically grown graphitic nanofibers for electrochemical supercapacitor,Surface and Coatings Technology,2017-06-25,28,0,0
2-s2.0-85005900845,10.1016/j.surfcoat.2016.10.075,Design and fabrication of flexible supercapacitor devices by using mesoporous carbon/polyaniline ink,Surface and Coatings Technology,2017-06-25,16,0,0
2-s2.0-84994010424,10.1016/j.surfcoat.2016.10.038,Flexible electrodes of MnO2/CNTs composite for enhanced performance on supercapacitors,Surface and Coatings Technology,2017-06-25,30,0,0
2-s2.0-85010567586,10.1002/er.3704,Improved electrochemical performance of a cyclic ultracapacitor using slurry electrodes under various flow conditions,International Journal of Energy Research,2017-06-25,4,0,0
2-s2.0-85017346228,10.1002/admi.201700033,Synthesis of Hierarchically Porous Nitrogen-Doped Carbon Nanosheets from Agaric for High-Performance Symmetric Supercapacitors,Advanced Materials Interfaces,2017-06-23,85,0,0
2-s2.0-85023199071,10.12693/APhysPolA.131.1550,Tuning transparent supercapacitor performance by controlling the morphology of its ZnO electrodes,Acta Physica Polonica A,2017-06-23,4,1,0
2-s2.0-85018834153,10.1002/admi.201700059,Redox-Additive-Enhanced High Capacitance Supercapacitors Based on Co2P2O7 Nanosheets,Advanced Materials Interfaces,2017-06-23,108,0,0
2-s2.0-85025149279,10.1109/SCOPES.2016.7955576,Comparative study of supercapacitor and battery in ride-through condition,International Conference on Signal Processing Communication Power and Embedded System Scopes 2016 Proceedings,2017-06-22,3,0,0
2-s2.0-85025149204,10.1109/SCOPES.2016.7955667,Equivalent circuit model of supercapacitor for self-discharge analysis - A comparative study,International Conference on Signal Processing Communication Power and Embedded System Scopes 2016 Proceedings,2017-06-22,24,0,0
2-s2.0-85019959264,10.1002/cssc.201700474,Interconnected 3 D Network of Graphene-Oxide Nanosheets Decorated with Carbon Dots for High-Performance Supercapacitors,Chemsuschem,2017-06-22,87,0,0
2-s2.0-85025131285,10.1109/SCOPES.2016.7955571,Charge management in HSS for E-bus,International Conference on Signal Processing Communication Power and Embedded System Scopes 2016 Proceedings,2017-06-22,1,0,0
2-s2.0-85040351811,10.1016/B978-0-12-409547-2.13880-6,Zeolitic Type Templated Porous Carbon Materials,Comprehensive Supramolecular Chemistry II,2017-06-22,6,0,0
2-s2.0-85025439288,10.1109/ELMA.2017.7955402,Modelling of an off-grid photovoltaic power supplying system for telecommunication equipment,2017 15th International Conference on Electrical Machines Drives and Power Systems Elma 2017 Proceedings,2017-06-22,8,0,0
2-s2.0-85021203443,10.1088/1361-6463/aa73b8,Functional flexible and wearable supercapacitors,Journal of Physics D Applied Physics,2017-06-21,41,0,0
2-s2.0-85041740508,10.1002/slct.201700777,Hydrothermal Synthesis of NiCo2O4/Activated Carbon Composites for Supercapacitor with Enhanced Cycle Performance,Chemistryselect,2017-06-21,41,0,0
2-s2.0-85019571040,10.1002/aenm.201602391,Rational Design of Metal-Organic Framework Derived Hollow NiCo2O4 Arrays for Flexible Supercapacitor and Electrocatalysis,Advanced Energy Materials,2017-06-21,972,0,0
2-s2.0-85021089210,10.1021/acsami.7b04069,Pseudocapacitive Characteristics of Low-Carbon Silicon Oxycarbide for Lithium-Ion Capacitors,ACS Applied Materials and Interfaces,2017-06-21,60,0,0
2-s2.0-85021111579,10.1021/acsami.7b05345,Control Synthesis of Tubular Hyper-Cross-Linked Polymers for Highly Porous Carbon Nanotubes,ACS Applied Materials and Interfaces,2017-06-21,88,0,0
2-s2.0-85041734879,10.1002/slct.201700574,Fabrication of High Energy Li–Ion Capacitors from Orange Peel Derived Porous Carbon,Chemistryselect,2017-06-21,31,0,0
2-s2.0-85018498921,10.1016/j.electacta.2017.04.058,Hierarchical Polyaniline Spikes over Vegetable Oil derived Carbon Aerogel for Solid-State Symmetric/Asymmetric Supercapacitor,Electrochimica Acta,2017-06-20,48,0,0
2-s2.0-85018525075,10.1016/j.electacta.2017.04.081,Evaporative successive ionic layer adsorption and reaction polymerization of PEDOT: a simple and cost effective technique for binder free supercapacitor electrodes,Electrochimica Acta,2017-06-20,28,0,0
2-s2.0-85026372579,10.7498/aps.66.128201,Co3O4 mesoporous nanostructure supported by Ni foam as high-performance supercapacitor electrodes,Wuli Xuebao Acta Physica Sinica,2017-06-20,2,1,0
2-s2.0-85018517170,10.1016/j.electacta.2017.04.056,MnO2/thermally reduced graphene oxide composites for high-voltage asymmetric supercapacitors,Electrochimica Acta,2017-06-20,101,0,0
2-s2.0-85018526691,10.1016/j.electacta.2017.04.035,Polyaniline-Carbon Nanotubes@Zeolite Imidazolate Framework­67-Carbon Cloth Hierarchical Nanostructures for Supercapacitor Electrode,Electrochimica Acta,2017-06-20,97,0,0
2-s2.0-85018521778,10.1016/j.electacta.2017.04.062,Hierarchical Core-Shell Nanosheet Arrays with MnO2 Grown on Mesoporous CoFe2O4 Support for High-Performance Asymmetric Supercapacitors,Electrochimica Acta,2017-06-20,72,0,0
2-s2.0-85013484795,10.1002/app.44926,Electrochemical behavior of a Nafion-membrane-based solid-state supercapacitor with a graphene oxide—multiwalled carbon nanotube—polypyrrole nanocomposite,Journal of Applied Polymer Science,2017-06-20,42,0,0
2-s2.0-85018496593,10.1016/j.electacta.2017.04.061,Hierarchical porous carbon from hazardous waste oily sludge for all-solid-state flexible supercapacitor,Electrochimica Acta,2017-06-20,98,0,0
2-s2.0-85018523755,10.1016/j.electacta.2017.04.051,Niobium oxide nanoparticle core–amorphous carbon shell structure for fast reversible lithium storage,Electrochimica Acta,2017-06-20,41,0,0
2-s2.0-85029816681,10.1680/jsuin.17.00019,Characterization of PVdF-HFP-based nanocomposite plasticized polymer electrolytes,Surface Innovations,2017-06-20,13,0,0
2-s2.0-85018487301,10.1016/j.electacta.2017.04.025,Electrochemical Growth of Polyaniline Nanowire Arrays on Graphene Sheets in Partially Exfoliated Graphite Foil for High-Performance Supercapacitive Materials,Electrochimica Acta,2017-06-20,27,0,0
2-s2.0-85018473476,10.1016/j.electacta.2017.04.060,Three-dimensional hollow CoS2 nanoframes fabricated by anion replacement and their enhanced pseudocapacitive performances,Electrochimica Acta,2017-06-20,56,0,0
2-s2.0-85019960971,10.1002/asia.201700454,Nickel Hydroxide Supercapacitor with a Theoretical Capacitance and High Rate Capability Based on Hollow Dendritic 3D-Nickel Current Collectors,Chemistry an Asian Journal,2017-06-19,37,0,0
2-s2.0-85024392161,10.1109/WPT.2017.7953805,Optimal energy storage solution for an inductively powered system for dairy cows,Wptc 2017 Wireless Power Transfer Conference,2017-06-19,4,2,0
2-s2.0-85021238438,10.3791/55649,Fabrication of 3d Carbon Microelectromechanical Systems (C-MEMS),Journal of Visualized Experiments,2017-06-17,7,1,0
2-s2.0-85024366474,10.1109/PECON.2016.7951654,Electrochemical impedance behavior of glass wool-based supercapacitors with different concentration of sulfuric acid,Pecon 2016 2016 IEEE 6th International Conference on Power and Energy Conference Proceeding,2017-06-16,2,0,0
2-s2.0-85024378539,10.1109/PECON.2016.7951653,Charge-discharge cyclability of ultracapacitor with glass wool separator under high concentrated sulfuric acid,Pecon 2016 2016 IEEE 6th International Conference on Power and Energy Conference Proceeding,2017-06-16,3,0,0
2-s2.0-85024393151,10.1109/STA.2016.7952027,Ant colony optimization based optimal energy management for an FC/UC electric vehicle,2016 17th International Conference on Sciences and Techniques of Automatic Control and Computer Engineering Sta 2016 Proceedings,2017-06-16,7,0,0
2-s2.0-85016485046,10.1016/j.matlet.2017.03.127,Facile synthesis of Co3O4@MnO2 core–shell nanocomposites for high-performance supercapacitor,Materials Letters,2017-06-15,27,0,0
2-s2.0-85016643238,10.1016/j.matlet.2017.03.163,Synthesis of hollow mesoporous carbon spheres via Friedel-Crafts reaction strategy for supercapacitor,Materials Letters,2017-06-15,33,0,0
2-s2.0-85012298002,10.1016/j.jcis.2016.11.026,Chemically deposited nano grain composed MoS2 thin films for supercapacitor application,Journal of Colloid and Interface Science,2017-06-15,110,0,0
2-s2.0-85023185156,10.1088/1757-899X/207/1/012087,Manganese oxides-based composite electrodes for supercapacitors,Iop Conference Series Materials Science and Engineering,2017-06-15,13,1,0
2-s2.0-85016436586,10.1016/j.matlet.2017.03.092,Growth of MnO2 nanoparticles on hybrid carbon nanofibers for flexible symmetrical supercapacitors,Materials Letters,2017-06-15,36,0,0
2-s2.0-85016457812,10.1016/j.matlet.2017.03.082,Synthesis of SnO2/rGO hybrid materials by sol-gel/thermal reduction method and its application in electrochemical capacitors,Materials Letters,2017-06-15,22,0,0
2-s2.0-85014466268,10.1016/j.apsusc.2017.02.213,SiO 2 @MgO nanoparticles templated mesoporous carbon with rich electro-active oxygenic functionalities and enhanced supercapacitive performances,Applied Surface Science,2017-06-15,17,0,0
2-s2.0-85023181054,10.1088/1757-899X/207/1/012020,Synthesis and electrochemical properties of Co3O4 nanoparticles by hydrothermal method at different temperatures,Iop Conference Series Materials Science and Engineering,2017-06-15,49,1,0
2-s2.0-85014502710,10.1016/j.ceramint.2017.03.020,An effective optimization strategy and analysis for BaTiO3–Na0.5Bi0.5TiO3 system with colossal permittivity,Ceramics International,2017-06-15,15,0,0
2-s2.0-85013641316,10.1016/j.jcis.2017.02.010,A novel route for electrosynthesis of CuCr2O4 nanocomposite with p-type conductive polymer as a high performance material for electrochemical supercapacitors,Journal of Colloid and Interface Science,2017-06-15,63,1,0
2-s2.0-85020165310,10.1016/j.ijhydene.2017.04.038,Silver nanoparticle/r-graphene oxide deposited mesoporous-manganese oxide nanocomposite for pollutant removal and supercapacitor applications,International Journal of Hydrogen Energy,2017-06-15,22,0,0
2-s2.0-85013645737,10.1016/j.jcis.2017.02.027,A novel high-performance supercapacitor based on Chitosan/GO-MWCNT/PANI,Journal of Colloid and Interface Science,2017-06-15,113,0,0
2-s2.0-85014010282,10.1016/j.apsusc.2017.02.172,Supercapacitive behavior of laminar-structured carbon cloth with alternating graphene and hybrid nanofibers: A synergistic effect of graphene-coating and post-oxidization,Applied Surface Science,2017-06-15,20,0,0
2-s2.0-85021051782,10.1088/1361-6528/aa73b1,Self-assembling graphene-anthraquinone-2-sulphonate supramolecular nanostructures with enhanced energy density for supercapacitors,Nanotechnology,2017-06-14,26,0,0
2-s2.0-85020777492,10.1021/acsami.7b05963,Enhancing the properties of conductive polymer hydrogels by freeze-thaw cycles for high-performance flexible supercapacitors,ACS Applied Materials and Interfaces,2017-06-14,126,0,0
2-s2.0-85020521764,10.1021/acsami.7b03786,Facile Co-Electrodeposition Method for High-Performance Supercapacitor Based on Reduced Graphene Oxide/Polypyrrole Composite Film,ACS Applied Materials and Interfaces,2017-06-14,127,0,0
2-s2.0-85021824969,10.1039/c7nr01320e,Highly transparent supercapacitors based on ZnO/MnO2 nanostructures,Nanoscale,2017-06-14,49,0,0
2-s2.0-85020778162,10.1021/acsami.6b08401,"Borocarbonitrides, BxCyNz: Synthesis, Characterization, and Properties with Potential Applications",ACS Applied Materials and Interfaces,2017-06-14,116,0,0
2-s2.0-85020779986,10.1021/acsami.6b09418,Exfoliation of Reduced Graphene Oxide with Self-Assembled π-Gelators for Improved Electrochemical Performance,ACS Applied Materials and Interfaces,2017-06-14,23,0,0
2-s2.0-85020781852,10.1021/acsami.7b04753,Flexible and wearable fiber microsupercapacitors based on carbon nanotube-agarose gel composite electrodes,ACS Applied Materials and Interfaces,2017-06-14,43,0,0
2-s2.0-85018556881,10.1002/smll.201700371,Vertically Oriented Graphene Nanoribbon Fibers for High-Volumetric Energy Density All-Solid-State Asymmetric Supercapacitors,Small,2017-06-13,85,0,0
2-s2.0-85020722771,10.1021/acs.chemmater.7b01701,Early in the Game: Graphene/Polyaniline Nanocomposites for Supercapacitors,Chemistry of Materials,2017-06-13,5,0,0
2-s2.0-85016610025,10.1080/03602559.2016.1247283,Research Advancement Towards Polymer/Nanodiamond Composite in Buckypaper: A Review,Polymer Plastics Technology and Engineering,2017-06-13,5,0,0
2-s2.0-85019269655,10.1002/anie.201702649,Formation of Double-Shelled Zinc–Cobalt Sulfide Dodecahedral Cages from Bimetallic Zeolitic Imidazolate Frameworks for Hybrid Supercapacitors,Angewandte Chemie International Edition,2017-06-12,397,1,0
2-s2.0-85021425049,10.1063/1.4985553,Polypyrrole functionalized with carbon nanotubes as an efficient and new electrodes for electrochemical supercapacitors,Aip Conference Proceedings,2017-06-12,3,0,0
2-s2.0-85021442475,10.1063/1.4985555,Graphene oxide functionalized with silver nanoparticles as conducting electrodes for solar cells and electrochemical energy storage devices,Aip Conference Proceedings,2017-06-12,3,0,0
2-s2.0-85020754763,10.1038/ncomms15717,Hierarchical porous carbons with layer-by-layer motif architectures from confined soft-template self-assembly in layered materials,Nature Communications,2017-06-12,336,1,0
2-s2.0-85026195702,10.7503/cjcu20160857,Electrochemical Performance of Flexible Electrospun Carbon-MnOx Hybrid Nanofibrous Membranes for Supercapacitors,Gaodeng Xuexiao Huaxue Xuebao Chemical Journal of Chinese Universities,2017-06-10,3,0,0
2-s2.0-85019054519,10.1002/admi.201700004,A Three-Layer All-In-One Flexible Graphene Film Used as an Integrated Supercapacitor,Advanced Materials Interfaces,2017-06-09,37,0,0
2-s2.0-85028710787,10.1021/acsenergylett.7b00265,Functionalized Bimetallic Hydroxides Derived from Metal-Organic Frameworks for High-Performance Hybrid Supercapacitor with Exceptional Cycling Stability,ACS Energy Letters,2017-06-09,195,0,0
2-s2.0-85019888393,10.1002/cssc.201700459,Solvent-Free Mechanochemical Synthesis of Nitrogen-Doped Nanoporous Carbon for Electrochemical Energy Storage,Chemsuschem,2017-06-09,122,0,0
2-s2.0-85021876946,10.1109/ICPS.2017.7945117,Stability improvement of a multimachine power system connected with a large-scale hybrid wind-photovoltaic farm using a supercapacitor,2017 IEEE IAS 53rd Industrial and Commercial Power Systems Technical Conference I and Cps 2017,2017-06-08,8,0,0
2-s2.0-85021095454,10.1021/acs.jpcc.7b03003,Contribution of Cations and Anions of Aqueous Electrolytes to the Charge Stored at the Electric Electrolyte/Electrode Interface of Carbon-Based Supercapacitors,Journal of Physical Chemistry C,2017-06-08,40,2,0
2-s2.0-85022025023,10.1109/ICPS.2017.7945098,Control strategies for improving energy efficiency of train operation and reducing DC traction peak power in mass Rapid Transit System,2017 IEEE IAS 53rd Industrial and Commercial Power Systems Technical Conference I and Cps 2017,2017-06-08,4,0,0
2-s2.0-85022093946,10.1109/ICPS.2017.7945094,Design and planning strategy for energy storage system in a shipboard dc hybrid power system,2017 IEEE IAS 53rd Industrial and Commercial Power Systems Technical Conference I and Cps 2017,2017-06-08,16,0,0
2-s2.0-85020295113,10.1021/acsami.7b03254,Facile Growth of Caterpillar-like NiCo2S4 Nanocrystal Arrays on Nickle Foam for High-Performance Supercapacitors,ACS Applied Materials and Interfaces,2017-06-07,195,0,0
2-s2.0-85020755862,10.3390/nano7060140,Facile synthesis of flower-like copper-cobalt sulfide as binder-free faradaic electrodes for supercapacitors with improved electrochemical properties,Nanomaterials,2017-06-07,39,1,0
2-s2.0-85020256735,10.1021/acs.cgd.7b00215,Gas Uptake and Supercapacitor Performance of a Highly Connected Porous Co-Metal-Organic Framework Induced by Ligand Bulk,Crystal Growth and Design,2017-06-07,45,0,0
2-s2.0-85020298919,10.1021/acs.cgd.7b00494,Controllable Growth of Monodisperse Multilayered Three-Dimensional Simonkolleite and Its Supercapacitor Activity,Crystal Growth and Design,2017-06-07,12,0,0
2-s2.0-85020277326,10.1021/acsami.7b03709,Hybrid Reduced Graphene Oxide Nanosheet Supported Mn-Ni-Co Ternary Oxides for Aqueous Asymmetric Supercapacitors,ACS Applied Materials and Interfaces,2017-06-07,127,0,0
2-s2.0-85020296768,10.1021/acsami.7b01871,Molybdenum-Tungsten Mixed Oxide Deposited into Titanium Dioxide Nanotube Arrays for Ultrahigh Rate Supercapacitors,ACS Applied Materials and Interfaces,2017-06-07,35,0,0
2-s2.0-85021828050,10.1039/c7nr02204b,Inkjet printed highly transparent and flexible graphene micro-supercapacitors,Nanoscale,2017-06-07,157,0,0
2-s2.0-85020392816,10.1021/acsami.7b04284,Polymerizable Supramolecular Approach to Highly Conductive PEDOT:PSS Patterns,ACS Applied Materials and Interfaces,2017-06-07,29,0,0
2-s2.0-85013989375,10.1002/adma.201605336,Asymmetric Supercapacitor Electrodes and Devices,Advanced Materials,2017-06-06,1269,0,0
2-s2.0-85020554041,10.1088/1361-6528/aa742f,Biofabrication of Tobacco mosaic virus-nanoscaffolded supercapacitors via temporal capillary microfluidics,Nanotechnology,2017-06-06,11,0,0
2-s2.0-85015993079,10.1002/adfm.201700474,General Method for Large-Area Films of Carbon Nanomaterials and Application of a Self-Assembled Carbon Nanotube Film as a High-Performance Electrode Material for an All-Solid-State Supercapacitor,Advanced Functional Materials,2017-06-06,90,0,0
2-s2.0-85031845762,10.1016/B978-0-08-100787-7.00001-9,Functional materials from polymer derivatives: Properties and characterization,Hybrid Polymer Composite Materials Properties and Characterisation,2017-06-06,1,0,0
2-s2.0-85032142078,10.1016/B978-0-08-100785-3.00001-2,"Conducting polymer-graphite binary and hybrid composites: Structure, properties, and applications",Hybrid Polymer Composite Materials Applications,2017-06-06,21,0,0
2-s2.0-85020213955,10.1021/acssuschemeng.6b02869,Electrochemical Activation of Graphene at Low Temperature: The Synthesis of Three-Dimensional Nanoarchitectures for High Performance Supercapacitors and Capacitive Deionization,ACS Sustainable Chemistry and Engineering,2017-06-05,53,2,0
2-s2.0-85020181202,10.1021/acssuschemeng.7b01074,Roles of Graphene Oxide in Hydrothermal Carbonization and Microwave Irradiation of Distiller's Dried Grains with Solubles to Produce Supercapacitor Electrodes,ACS Sustainable Chemistry and Engineering,2017-06-05,30,0,0
2-s2.0-85020228122,10.1021/acssuschemeng.7b00358,Fabrication of Novel Ternary Three-Dimensional RuO2/Graphitic-C3N4@reduced Graphene Oxide Aerogel Composites for Supercapacitors,ACS Sustainable Chemistry and Engineering,2017-06-05,123,0,0
2-s2.0-85020190437,10.1021/acssuschemeng.7b00279,Fabrication of High-Performance All-Solid-State Asymmetric Supercapacitors Based on Stable α-MnO2@NiCo2O4 Core-Shell Heterostructure and 3D-Nanocage N-Doped Porous Carbon,ACS Sustainable Chemistry and Engineering,2017-06-05,73,0,0
2-s2.0-85020165964,10.1021/acssuschemeng.7b00445,Construction and Performance Characterization of α-Fe2O3/rGO Composite for Long-Cycling-Life Supercapacitor Anode,ACS Sustainable Chemistry and Engineering,2017-06-05,119,0,0
2-s2.0-85021395477,10.1109/SETIT.2016.7939849,Optimal power sharing between batteries and supercapacitors in Electric vehicles,2016 7th International Conference on Sciences of Electronics Technologies of Information and Telecommunications Setit 2016,2017-06-05,11,0,0
2-s2.0-85020223589,10.1021/acssuschemeng.7b00329,New Avenue for Appendage of Graphene Quantum Dots on Halloysite Nanotubes as Anode Materials for High Performance Supercapacitors,ACS Sustainable Chemistry and Engineering,2017-06-05,112,0,0
2-s2.0-85020170940,10.1021/acssuschemeng.6b02864,Self-Assembled Three-Dimensional Macroporous Co2(OH)3Cl-MnO2 Spheres Synthesized by Microwave-Assisted Method: A New Hybrid for High-Performance Asymmetric Supercapacitors,ACS Sustainable Chemistry and Engineering,2017-06-05,21,0,0
2-s2.0-85020287740,10.1021/acs.inorgchem.7b00200,Benzoate Acid-Dependent Lattice Dimension of Co-MOFs and MOF-Derived CoS2@CNTs with Tunable Pore Diameters for Supercapacitors,Inorganic Chemistry,2017-06-05,145,0,0
2-s2.0-85016471456,10.1016/j.colsurfa.2017.03.045,Controllable synthesis and electrochemical properties of MnCo2O4 nanorods and microcubes,Colloids and Surfaces A Physicochemical and Engineering Aspects,2017-06-05,22,0,0
2-s2.0-85020234766,10.1021/acssuschemeng.7b00051,Water Hyacinth: A Unique Source for Sustainable Materials and Products,ACS Sustainable Chemistry and Engineering,2017-06-05,99,0,0
2-s2.0-85020230809,10.1021/acssuschemeng.7b00143,α-MnO2/h-MoO3 Hybrid Material for High Performance Supercapacitor Electrode and Photocatalyst,ACS Sustainable Chemistry and Engineering,2017-06-05,126,0,0
2-s2.0-85020710088,10.1063/1.4985297,Doped Hf0.5Zr0.5O2 for high efficiency integrated supercapacitors,Applied Physics Letters,2017-06-05,106,0,0
2-s2.0-85020167910,10.1021/acssuschemeng.7b00453,Nitrogen-Doped 3D Graphene/MWNTs Nanoframework-Embedded Co3O4 for High Electrochemical Performance Supercapacitors,ACS Sustainable Chemistry and Engineering,2017-06-05,62,0,0
2-s2.0-85020453171,10.1080/1536383X.2017.1324850,Three-dimensional heterostructured MnO2/graphene/carbon nanotube composite on Ni foam for binder-free supercapacitor electrode,Fullerenes Nanotubes and Carbon Nanostructures,2017-06-03,10,0,0
2-s2.0-85020902159,10.1088/1755-1315/65/1/012053,Utilization of porous carbon from waste palm kernel shells on carbon paper as a supercapacitors electrode material,Iop Conference Series Earth and Environmental Science,2017-06-02,3,1,0
2-s2.0-85018767579,10.1016/j.nanoen.2017.04.040,Research progress on conducting polymer based supercapacitor electrode materials,Nano Energy,2017-06-01,1308,0,0
2-s2.0-85017560798,10.1016/j.dib.2017.01.019,Experimental data of lithium-ion battery and ultracapacitor under DST and UDDS profiles at room temperature,Data in Brief,2017-06-01,50,1,0
2-s2.0-85010353430,10.1039/c6qm00298f,Ordered mesoporous carbon and its applications for electrochemical energy storage and conversion,Materials Chemistry Frontiers,2017-06-01,212,0,0
2-s2.0-85013774132,10.1007/s10008-017-3525-3,Electrochemical capacitance performance of polyaniline/tin oxide nanorod array for supercapacitor,Journal of Solid State Electrochemistry,2017-06-01,53,0,0
2-s2.0-85014003896,10.1007/s10853-017-0922-z,Tuning pore characteristics of porous carbon monoliths prepared from rubber wood waste treated with H3PO4 or NaOH and their potential as supercapacitor electrode materials,Journal of Materials Science,2017-06-01,73,0,0
